Date of Booking,Date of Journey,Airline-Class,Departure Time,Arrival Time,Duration,Total Stops,Price
15/01/2023,17/01/2023,"Vistara 
UK-995
PREMIUMECONOMY","10:20
Delhi","12:35
Mumbai",02h 15m,non-stop,"15,846"
15/01/2023,17/01/2023,"Vistara 
UK-977
PREMIUMECONOMY","19:00
Delhi","21:15
Mumbai",02h 15m,non-stop,"15,846"
15/01/2023,17/01/2023,"Vistara 
UK-985
PREMIUMECONOMY","19:45
Delhi","22:00
Mumbai",02h 15m,non-stop,"15,846"
15/01/2023,17/01/2023,"Vistara 
UK-957
PREMIUMECONOMY","20:40
Delhi","22:55
Mumbai",02h 15m,non-stop,"15,846"
15/01/2023,17/01/2023,"Vistara 
UK-963
PREMIUMECONOMY","08:50
Delhi","11:15
Mumbai",02h 25m,non-stop,"15,846"
15/01/2023,17/01/2023,"Vistara 
UK-941
PREMIUMECONOMY","16:35
Delhi","19:05
Mumbai",02h 30m,non-stop,"15,846"
15/01/2023,17/01/2023,"Vistara 
UK-929
PREMIUMECONOMY","21:20
Delhi","09:40
Mumbai",12h 20m,1-stop,"15,992"
15/01/2023,17/01/2023,"Vistara 
UK-829
PREMIUMECONOMY","07:20
Delhi","14:35
Mumbai",07h 15m,1-stop,"16,238"
15/01/2023,17/01/2023,"Vistara 
UK-829
PREMIUMECONOMY","07:20
Delhi","08:15
Mumbai",24h 55m,1-stop,"16,238"
15/01/2023,17/01/2023,"Vistara 
UK-855
PREMIUMECONOMY","18:40
Delhi","00:15
Mumbai",05h 35m,1-stop,"17,582"
15/01/2023,17/01/2023,"Vistara 
UK-706
PREMIUMECONOMY","13:45
Delhi","22:00
Mumbai",08h 15m,1-stop,"17,582"
15/01/2023,17/01/2023,"Vistara 
UK-855
PREMIUMECONOMY","18:40
Delhi","14:45
Mumbai",20h 05m,1-stop,"17,582"
15/01/2023,17/01/2023,"Vistara 
UK-785
PREMIUMECONOMY","06:55
Delhi","00:40
Mumbai",17h 45m,1-stop,"18,534"
15/01/2023,17/01/2023,"Vistara 
UK-785
PREMIUMECONOMY","06:55
Delhi","11:05
Mumbai",28h 10m,1-stop,"18,534"
15/01/2023,17/01/2023,"Vistara 
UK-859
PREMIUMECONOMY","10:30
Delhi","08:15
Mumbai",21h 45m,1-stop,"21,200"
15/01/2023,17/01/2023,"Vistara 
UK-819
PREMIUMECONOMY","14:10
Delhi","23:20
Mumbai",09h 10m,1-stop,"21,592"
15/01/2023,17/01/2023,"Vistara 
UK-815
PREMIUMECONOMY","08:10
Delhi","23:20
Mumbai",15h 10m,1-stop,"21,592"
15/01/2023,17/01/2023,"Vistara 
UK-819
PREMIUMECONOMY","14:10
Delhi","08:20
Mumbai",18h 10m,1-stop,"21,592"
15/01/2023,17/01/2023,"Vistara 
UK-815
PREMIUMECONOMY","08:10
Delhi","08:20
Mumbai",24h 10m,1-stop,"21,592"
15/01/2023,17/01/2023,"Vistara 
UK-847
PREMIUMECONOMY","11:10
Delhi","00:15
Mumbai",13h 05m,1-stop,"21,838"
15/01/2023,17/01/2023,"Vistara 
UK-847
PREMIUMECONOMY","11:10
Delhi","14:45
Mumbai",27h 35m,1-stop,"21,838"
15/01/2023,17/01/2023,"Vistara 
UK-839
PREMIUMECONOMY","13:40
Delhi","22:30
Mumbai",08h 50m,1-stop,"22,006"
15/01/2023,17/01/2023,"Vistara 
UK-833
PREMIUMECONOMY","07:40
Delhi","22:30
Mumbai",14h 50m,1-stop,"22,006"
15/01/2023,17/01/2023,"Vistara 
UK-839
PREMIUMECONOMY","13:40
Delhi","11:45
Mumbai",22h 05m,1-stop,"22,006"
15/01/2023,17/01/2023,"Vistara 
UK-833
PREMIUMECONOMY","07:40
Delhi","11:45
Mumbai",28h 05m,1-stop,"22,006"
15/01/2023,17/01/2023,"Vistara 
UK-927
PREMIUMECONOMY","09:30
Delhi","11:35
Mumbai",02h 05m,non-stop,"22,286"
15/01/2023,17/01/2023,"Vistara 
UK-943
PREMIUMECONOMY","07:30
Delhi","09:40
Mumbai",02h 10m,non-stop,"22,286"
15/01/2023,17/01/2023,"Vistara 
UK-945
PREMIUMECONOMY","11:40
Delhi","13:55
Mumbai",02h 15m,non-stop,"22,286"
15/01/2023,17/01/2023,"Vistara 
UK-929
PREMIUMECONOMY","21:20
Delhi","06:15
Mumbai",08h 55m,1-stop,"22,432"
15/01/2023,17/01/2023,"Vistara 
UK-959
PREMIUMECONOMY","06:30
Delhi","18:45
Mumbai",12h 15m,1-stop,"22,432"
15/01/2023,17/01/2023,"Vistara 
UK-969
PREMIUMECONOMY","18:00
Delhi","06:15
Mumbai",12h 15m,1-stop,"22,432"
15/01/2023,17/01/2023,"Vistara 
UK-969
PREMIUMECONOMY","18:00
Delhi","09:40
Mumbai",15h 40m,1-stop,"22,432"
15/01/2023,17/01/2023,"Vistara 
UK-959
PREMIUMECONOMY","06:30
Delhi","06:15
Mumbai",23h 45m,1-stop,"22,432"
15/01/2023,17/01/2023,"Vistara 
UK-829
PREMIUMECONOMY","07:20
Delhi","10:00
Mumbai",26h 40m,1-stop,"23,512"
15/01/2023,17/01/2023,"Vistara 
UK-899
PREMIUMECONOMY","14:45
Delhi","14:35
Mumbai",23h 50m,1-stop,"27,673"
15/01/2023,17/01/2023,"Vistara 
UK-787
PREMIUMECONOMY","10:20
Delhi","00:40
Mumbai",14h 20m,1-stop,"27,942"
15/01/2023,17/01/2023,"Vistara 
UK-859
PREMIUMECONOMY","10:30
Delhi","10:00
Mumbai",23h 30m,1-stop,"28,474"
15/01/2023,17/01/2023,"Vistara 
UK-801
PREMIUMECONOMY","09:05
Delhi","23:20
Mumbai",14h 15m,1-stop,"28,664"
15/01/2023,17/01/2023,"Vistara 
UK-899
PREMIUMECONOMY","14:45
Delhi","08:15
Mumbai",17h 30m,1-stop,"28,793"
15/01/2023,17/01/2023,"Vistara 
UK-817
PREMIUMECONOMY","16:05
Delhi","23:20
Mumbai",07h 15m,1-stop,"29,224"
15/01/2023,17/01/2023,"Vistara 
UK-829
PREMIUMECONOMY","07:20
Delhi","23:10
Mumbai",15h 50m,1-stop,"29,320"
15/01/2023,17/01/2023,"Vistara 
UK-819
PREMIUMECONOMY","14:10
Delhi","20:40
Mumbai",06h 30m,1-stop,"29,415"
15/01/2023,17/01/2023,"Vistara 
UK-979
PREMIUMECONOMY","13:25
Delhi","18:45
Mumbai",05h 20m,1-stop,"30,406"
15/01/2023,17/01/2023,"Vistara 
UK-979
PREMIUMECONOMY","13:25
Delhi","06:15
Mumbai",16h 50m,1-stop,"30,406"
15/01/2023,17/01/2023,"Vistara 
UK-859
PREMIUMECONOMY","10:30
Delhi","23:10
Mumbai",12h 40m,1-stop,"34,281"
15/01/2023,17/01/2023,"Vistara 
UK-835
PREMIUMECONOMY","20:10
Delhi","11:45
Mumbai",15h 35m,1-stop,"34,326"
15/01/2023,17/01/2023,"Vistara 
UK-835
PREMIUMECONOMY","20:10
Delhi","22:30
Mumbai",26h 20m,1-stop,"34,326"
15/01/2023,17/01/2023,"Vistara 
UK-781
PREMIUMECONOMY","17:50
Delhi","11:05
Mumbai",17h 15m,1-stop,"38,022"
15/01/2023,17/01/2023,"Air India 
AI-805
BUSINESS","20:00
Delhi","22:10
Mumbai",02h 10m,non-stop,"25,612"
15/01/2023,17/01/2023,"Air India 
AI-887
BUSINESS","07:00
Delhi","09:15
Mumbai",02h 15m,non-stop,"25,612"
15/01/2023,17/01/2023,"Air India 
AI-605
BUSINESS","21:20
Delhi","23:35
Mumbai",02h 15m,non-stop,"25,612"
15/01/2023,17/01/2023,"Air India 
AI-814
BUSINESS","22:30
Delhi","00:45
Mumbai",02h 15m,non-stop,"25,612"
15/01/2023,17/01/2023,"Air India 
AI-665
BUSINESS","08:00
Delhi","10:20
Mumbai",02h 20m,non-stop,"25,612"
15/01/2023,17/01/2023,"Air India 
AI-678
BUSINESS","09:00
Delhi","11:20
Mumbai",02h 20m,non-stop,"25,612"
15/01/2023,17/01/2023,"Vistara 
UK-929
BUSINESS","21:20
Delhi","06:15
Mumbai",08h 55m,1-stop,"25,758"
15/01/2023,17/01/2023,"Vistara 
UK-929
BUSINESS","21:20
Delhi","09:40
Mumbai",12h 20m,1-stop,"25,758"
15/01/2023,17/01/2023,"Vistara 
UK-985
BUSINESS","19:45
Delhi","22:00
Mumbai",02h 15m,non-stop,"30,104"
15/01/2023,17/01/2023,"Vistara 
UK-929
BUSINESS","21:20
Delhi","18:45
Mumbai",21h 25m,1-stop,"30,249"
15/01/2023,17/01/2023,"Air India 
AI-433
BUSINESS","11:20
Delhi","09:35
Mumbai",22h 15m,1-stop,"33,165"
15/01/2023,17/01/2023,"Air India 
AI-811
BUSINESS","18:40
Delhi","16:25
Mumbai",21h 45m,1-stop,"34,982"
15/01/2023,17/01/2023,"Air India 
AI-479
BUSINESS","21:15
Delhi","17:55
Mumbai",20h 40m,1-stop,"36,652"
15/01/2023,17/01/2023,"Air India 
AI-463
BUSINESS","14:15
Delhi","17:55
Mumbai",27h 40m,1-stop,"36,652"
15/01/2023,17/01/2023,"Vistara 
UK-975
BUSINESS","05:45
Delhi","08:00
Mumbai",02h 15m,non-stop,"37,048"
15/01/2023,17/01/2023,"Vistara 
UK-706
BUSINESS","13:45
Delhi","11:15
Mumbai",21h 30m,1-stop,"37,585"
15/01/2023,17/01/2023,"Air India 
AI-471
BUSINESS","13:15
Delhi","18:05
Mumbai",04h 50m,1-stop,"40,576"
15/01/2023,17/01/2023,"Vistara 
UK-627
BUSINESS","13:20
Delhi","14:05
Mumbai",24h 45m,1-stop,"39,657"
15/01/2023,17/01/2023,"Vistara 
UK-627
BUSINESS","13:20
Delhi","15:50
Mumbai",26h 30m,1-stop,"39,657"
15/01/2023,17/01/2023,"Air India 
AI-839
BUSINESS","21:30
Delhi","14:55
Mumbai",17h 25m,1-stop,"42,770"
15/01/2023,17/01/2023,"Vistara 
UK-981
BUSINESS","21:40
Delhi","23:40
Mumbai",02h 00m,non-stop,"41,528"
15/01/2023,17/01/2023,"Vistara 
UK-945
BUSINESS","11:40
Delhi","13:55
Mumbai",02h 15m,non-stop,"41,528"
15/01/2023,17/01/2023,"Air India 
AI-542
BUSINESS","09:45
Delhi","14:55
Mumbai",05h 10m,1-stop,"44,450"
15/01/2023,17/01/2023,"Air India 
AI-544
BUSINESS","16:50
Delhi","00:05
Mumbai",07h 15m,1-stop,"44,450"
15/01/2023,17/01/2023,"Air India 
AI-560
BUSINESS","07:10
Delhi","14:55
Mumbai",07h 45m,1-stop,"44,450"
15/01/2023,17/01/2023,"Air India 
AI-542
BUSINESS","09:45
Delhi","00:05
Mumbai",14h 20m,1-stop,"44,450"
15/01/2023,17/01/2023,"Air India 
AI-451
BUSINESS","14:40
Delhi","16:25
Mumbai",25h 45m,1-stop,"45,222"
15/01/2023,17/01/2023,"Air India 
AI-544
BUSINESS","16:50
Delhi","14:55
Mumbai",22h 05m,1-stop,"42,770"
15/01/2023,17/01/2023,"Air India 
AI-839
BUSINESS","21:30
Delhi","00:05
Mumbai",26h 35m,1-stop,"42,770"
15/01/2023,17/01/2023,"Air India 
AI-473
BUSINESS","18:40
Delhi","11:55
Mumbai",17h 15m,1-stop,"45,459"
15/01/2023,17/01/2023,"Air India 
AI-877
BUSINESS","11:05
Delhi","11:55
Mumbai",24h 50m,1-stop,"45,459"
15/01/2023,17/01/2023,"Vistara 
UK-829
BUSINESS","07:20
Delhi","08:15
Mumbai",24h 55m,1-stop,"43,521"
15/01/2023,17/01/2023,"Vistara 
UK-829
BUSINESS","07:20
Delhi","10:00
Mumbai",26h 40m,1-stop,"43,521"
15/01/2023,17/01/2023,"Air India 
AI-560
BUSINESS","07:10
Delhi","00:05
Mumbai",16h 55m,1-stop,"44,450"
15/01/2023,17/01/2023,"Vistara 
UK-829
BUSINESS","07:20
Delhi","14:35
Mumbai",07h 15m,1-stop,"45,145"
15/01/2023,17/01/2023,"Vistara 
UK-781
BUSINESS","17:50
Delhi","11:05
Mumbai",17h 15m,1-stop,"45,470"
15/01/2023,17/01/2023,"Vistara 
UK-785
BUSINESS","06:55
Delhi","11:05
Mumbai",28h 10m,1-stop,"45,470"
15/01/2023,17/01/2023,"Air India 
AI-425
BUSINESS","05:05
Delhi","08:05
Mumbai",27h 00m,1-stop,"49,342"
15/01/2023,17/01/2023,"Vistara 
UK-829
BUSINESS","07:20
Delhi","23:10
Mumbai",15h 50m,1-stop,"47,396"
15/01/2023,17/01/2023,"Vistara 
UK-637
BUSINESS","16:45
Delhi","11:15
Mumbai",18h 30m,1-stop,"47,665"
15/01/2023,17/01/2023,"Air India 
AI-883
BUSINESS","22:00
Delhi","08:10
Mumbai",10h 10m,1-stop,"50,880"
15/01/2023,17/01/2023,"Air India 
AI-883
BUSINESS","22:00
Delhi","00:20
Mumbai",26h 20m,1-stop,"50,880"
15/01/2023,17/01/2023,"Vistara 
UK-927
BUSINESS","09:30
Delhi","11:35
Mumbai",02h 05m,non-stop,"49,020"
15/01/2023,17/01/2023,"Vistara 
UK-943
BUSINESS","07:30
Delhi","09:40
Mumbai",02h 10m,non-stop,"49,020"
15/01/2023,17/01/2023,"Vistara 
UK-963
BUSINESS","08:50
Delhi","11:15
Mumbai",02h 25m,non-stop,"49,020"
15/01/2023,17/01/2023,"Air India 
AI-406
BUSINESS","10:15
Delhi","15:50
Mumbai",05h 35m,1-stop,"51,630"
15/01/2023,17/01/2023,"Vistara 
UK-781
BUSINESS","17:50
Delhi","00:40
Mumbai",06h 50m,1-stop,"51,070"
15/01/2023,17/01/2023,"Vistara 
UK-785
BUSINESS","06:55
Delhi","00:40
Mumbai",17h 45m,1-stop,"51,070"
15/01/2023,17/01/2023,"Air India 
AI-506
BUSINESS","09:45
Delhi","21:30
Mumbai",11h 45m,1-stop,"54,284"
15/01/2023,17/01/2023,"Air India 
AI-813
BUSINESS","08:00
Delhi","21:30
Mumbai",13h 30m,1-stop,"54,284"
15/01/2023,17/01/2023,"Air India 
AI-803
BUSINESS","06:10
Delhi","21:30
Mumbai",15h 20m,1-stop,"54,284"
15/01/2023,17/01/2023,"Vistara 
UK-817
BUSINESS","16:05
Delhi","08:20
Mumbai",16h 15m,1-stop,"54,284"
15/01/2023,17/01/2023,"Air India 
AI-504
BUSINESS","21:10
Delhi","08:35
Mumbai",11h 25m,1-stop,"54,284"
15/01/2023,17/01/2023,"Air India 
AI-807
BUSINESS","16:55
Delhi","08:35
Mumbai",15h 40m,1-stop,"54,284"
15/01/2023,17/01/2023,"Air India 
AI-815
BUSINESS","15:35
Delhi","08:35
Mumbai",17h 00m,1-stop,"54,284"
15/01/2023,17/01/2023,"Air India 
AI-465
BUSINESS","16:45
Delhi","10:15
Mumbai",17h 30m,1-stop,"54,589"
15/01/2023,17/01/2023,"Air India 
AI-439
BUSINESS","05:45
Delhi","17:55
Mumbai",12h 10m,1-stop,"57,074"
15/01/2023,17/01/2023,"Air India 
AI-540
BUSINESS","20:40
Delhi","08:10
Mumbai",11h 30m,1-stop,"54,898"
15/01/2023,17/01/2023,"Air India 
AI-558
BUSINESS","19:40
Delhi","08:10
Mumbai",12h 30m,1-stop,"54,898"
15/01/2023,17/01/2023,"Air India 
AI-554
BUSINESS","11:50
Delhi","23:40
Mumbai",11h 50m,1-stop,"57,074"
15/01/2023,17/01/2023,"Air India 
AI-815
BUSINESS","15:35
Delhi","21:30
Mumbai",05h 55m,1-stop,"58,025"
15/01/2023,17/01/2023,"Vistara 
UK-995
BUSINESS","10:20
Delhi","12:35
Mumbai",02h 15m,non-stop,"56,860"
15/01/2023,17/01/2023,"Vistara 
UK-957
BUSINESS","20:40
Delhi","22:55
Mumbai",02h 15m,non-stop,"56,860"
15/01/2023,17/01/2023,"Vistara 
UK-855
BUSINESS","18:40
Delhi","00:15
Mumbai",05h 35m,1-stop,"56,972"
15/01/2023,17/01/2023,"Air India 
AI-429
BUSINESS","09:45
Delhi","17:55
Mumbai",08h 10m,1-stop,"57,074"
15/01/2023,17/01/2023,"Air India 
AI-554
BUSINESS","11:50
Delhi","22:15
Mumbai",10h 25m,1-stop,"57,074"
15/01/2023,17/01/2023,"Air India 
AI-429
BUSINESS","09:45
Delhi","22:15
Mumbai",12h 30m,1-stop,"57,074"
15/01/2023,17/01/2023,"Air India 
AI-429
BUSINESS","09:45
Delhi","23:40
Mumbai",13h 55m,1-stop,"57,074"
15/01/2023,17/01/2023,"Air India 
AI-439
BUSINESS","05:45
Delhi","22:15
Mumbai",16h 30m,1-stop,"57,074"
15/01/2023,17/01/2023,"Air India 
AI-439
BUSINESS","05:45
Delhi","23:40
Mumbai",17h 55m,1-stop,"57,074"
15/01/2023,17/01/2023,"Air India 
AI-453
BUSINESS","05:00
Delhi","17:55
Mumbai",12h 55m,1-stop,"59,993"
15/01/2023,17/01/2023,"Air India 
AI-833
BUSINESS","04:55
Delhi","22:25
Mumbai",17h 30m,1-stop,"60,189"
15/01/2023,17/01/2023,"Air India 
AI-401
BUSINESS","06:50
Delhi","20:30
Mumbai",13h 40m,1-stop,"61,273"
15/01/2023,17/01/2023,"Vistara 
UK-737
BUSINESS","15:45
Delhi","23:30
Mumbai",07h 45m,1-stop,"62,057"
15/01/2023,17/01/2023,"Vistara 
UK-705
BUSINESS","07:30
Delhi","20:20
Mumbai",12h 50m,1-stop,"62,057"
15/01/2023,17/01/2023,"Vistara 
UK-747
BUSINESS","06:30
Delhi","20:20
Mumbai",13h 50m,1-stop,"62,057"
15/01/2023,17/01/2023,"Vistara 
UK-705
BUSINESS","07:30
Delhi","23:30
Mumbai",16h 00m,1-stop,"62,057"
15/01/2023,17/01/2023,"Vistara 
UK-747
BUSINESS","06:30
Delhi","23:30
Mumbai",17h 00m,1-stop,"62,057"
15/01/2023,17/01/2023,"Air India 
AI-537
BUSINESS","16:10
Delhi","08:10
Mumbai",16h 00m,1-stop,"63,065"
15/01/2023,17/01/2023,"Vistara 
UK-847
BUSINESS","11:10
Delhi","00:15
Mumbai",13h 05m,1-stop,"63,418"
15/01/2023,17/01/2023,"Air India 
AI-537
BUSINESS","16:10
Delhi","22:15
Mumbai",06h 05m,1-stop,"65,241"
15/01/2023,17/01/2023,"Air India 
AI-537
BUSINESS","16:10
Delhi","23:40
Mumbai",07h 30m,1-stop,"65,241"
15/01/2023,17/01/2023,"Vistara 
UK-899
BUSINESS","14:45
Delhi","08:15
Mumbai",17h 30m,1-stop,"66,481"
15/01/2023,17/01/2023,"Vistara 
UK-817
BUSINESS","16:05
Delhi","21:40
Mumbai",05h 35m,1-stop,"66,621"
15/01/2023,17/01/2023,"Vistara 
UK-817
BUSINESS","16:05
Delhi","23:20
Mumbai",07h 15m,1-stop,"66,621"
15/01/2023,17/01/2023,"Air India 
AI-767
BUSINESS","12:10
Delhi","20:30
Mumbai",08h 20m,1-stop,"69,113"
15/01/2023,17/01/2023,"Vistara 
UK-839
BUSINESS","13:40
Delhi","22:30
Mumbai",08h 50m,1-stop,"68,441"
15/01/2023,17/01/2023,"Vistara 
UK-705
BUSINESS","07:30
Delhi","13:00
Mumbai",05h 30m,1-stop,"69,449"
15/01/2023,17/01/2023,"Vistara 
UK-747
BUSINESS","06:30
Delhi","13:00
Mumbai",06h 30m,1-stop,"69,449"
15/01/2023,17/01/2023,"Vistara 
UK-899
BUSINESS","14:45
Delhi","23:10
Mumbai",08h 25m,1-stop,"70,356"
15/01/2023,17/01/2023,"Vistara 
UK-859
BUSINESS","10:30
Delhi","23:10
Mumbai",12h 40m,1-stop,"70,356"
15/01/2023,17/01/2023,"Vistara 
UK-835
BUSINESS","20:10
Delhi","09:00
Mumbai",12h 50m,1-stop,"72,070"
15/01/2023,17/01/2023,"Vistara 
UK-837
BUSINESS","17:35
Delhi","09:00
Mumbai",15h 25m,1-stop,"72,070"
15/01/2023,17/01/2023,"Vistara 
UK-835
BUSINESS","20:10
Delhi","11:45
Mumbai",15h 35m,1-stop,"72,070"
15/01/2023,17/01/2023,"Vistara 
UK-837
BUSINESS","17:35
Delhi","11:45
Mumbai",18h 10m,1-stop,"72,070"
15/01/2023,17/01/2023,"Vistara 
UK-835
BUSINESS","20:10
Delhi","14:30
Mumbai",18h 20m,1-stop,"72,070"
15/01/2023,17/01/2023,"Vistara 
UK-819
BUSINESS","14:10
Delhi","20:40
Mumbai",06h 30m,1-stop,"72,938"
15/01/2023,17/01/2023,"Vistara 
UK-819
BUSINESS","14:10
Delhi","21:40
Mumbai",07h 30m,1-stop,"72,938"
15/01/2023,17/01/2023,"Vistara 
UK-819
BUSINESS","14:10
Delhi","23:20
Mumbai",09h 10m,1-stop,"72,938"
15/01/2023,17/01/2023,"Vistara 
UK-833
BUSINESS","07:40
Delhi","14:30
Mumbai",06h 50m,1-stop,"74,456"
15/01/2023,17/01/2023,"Vistara 
UK-707
BUSINESS","17:25
Delhi","23:30
Mumbai",06h 05m,1-stop,"78,297"
15/01/2023,17/01/2023,"Vistara 
UK-815
BUSINESS","08:10
Delhi","20:40
Mumbai",12h 30m,1-stop,"82,010"
15/01/2023,17/01/2023,"Vistara 
UK-815
BUSINESS","08:10
Delhi","21:40
Mumbai",13h 30m,1-stop,"82,010"
15/01/2023,17/01/2023,"Vistara 
UK-815
BUSINESS","08:10
Delhi","23:20
Mumbai",15h 10m,1-stop,"82,010"
15/01/2023,17/01/2023,"Vistara 
UK-833
BUSINESS","07:40
Delhi","22:30
Mumbai",14h 50m,1-stop,"85,096"
15/01/2023,17/01/2023,"Vistara 
UK-727
BUSINESS","20:30
Delhi","13:00
Mumbai",16h 30m,1-stop,"88,377"
15/01/2023,17/01/2023,"Vistara 
UK-801
BUSINESS","09:05
Delhi","20:40
Mumbai",11h 35m,1-stop,"96,223"
15/01/2023,17/01/2023,"Vistara 
UK-801
BUSINESS","09:05
Delhi","21:40
Mumbai",12h 35m,1-stop,"96,223"
15/01/2023,17/01/2023,"Vistara 
UK-801
BUSINESS","09:05
Delhi","23:20
Mumbai",14h 15m,1-stop,"96,223"
15/01/2023,17/01/2023,"Air India 
AI-805
FIRST","20:00
Delhi","22:10
Mumbai",02h 10m,non-stop,"51,443"
15/01/2023,18/01/2023,"SpiceJet 
SG-2976
ECONOMY","20:10
Delhi","10:30
Mumbai",14h 20m,1-stop,"4,364"
15/01/2023,18/01/2023,"SpiceJet 
SG-8709
ECONOMY","18:50
Delhi","20:55
Mumbai",02h 05m,non-stop,"5,231"
15/01/2023,18/01/2023,"SpiceJet 
SG-8169
ECONOMY","20:00
Delhi","22:05
Mumbai",02h 05m,non-stop,"5,231"
15/01/2023,18/01/2023,"SpiceJet 
SG-8701
ECONOMY","07:00
Delhi","09:15
Mumbai",02h 15m,non-stop,"5,231"
15/01/2023,18/01/2023,"AirAsia 
I5-743
ECONOMY","04:55
Delhi","13:05
Mumbai",08h 10m,1-stop,"5,431"
15/01/2023,18/01/2023,"AirAsia 
I5-743
ECONOMY","04:55
Delhi","19:35
Mumbai",14h 40m,1-stop,"5,431"
15/01/2023,18/01/2023,"Indigo 
6E-5318
ECONOMY","16:25
Delhi","18:40
Mumbai",02h 15m,non-stop,"5,794"
15/01/2023,18/01/2023,"Indigo 
6E-2112
ECONOMY","04:45
Delhi","07:15
Mumbai",02h 30m,non-stop,"5,794"
15/01/2023,18/01/2023,"Vistara 
UK-975
ECONOMY","05:45
Delhi","08:00
Mumbai",02h 15m,non-stop,"5,955"
15/01/2023,18/01/2023,"Indigo 
6E-2716
ECONOMY","02:00
Delhi","04:15
Mumbai",02h 15m,non-stop,"5,899"
15/01/2023,18/01/2023,"GO FIRST 
G8-2501
ECONOMY","02:40
Delhi","04:50
Mumbai",02h 10m,non-stop,"5,801"
15/01/2023,18/01/2023,"GO FIRST 
G8- 330
ECONOMY","21:00
Delhi","23:15
Mumbai",02h 15m,non-stop,"5,801"
15/01/2023,18/01/2023,"Indigo 
6E-2208
ECONOMY","22:45
Delhi","07:25
Mumbai",08h 40m,1-stop,"5,294"
15/01/2023,18/01/2023,"GO FIRST 
G8- 346
ECONOMY","20:00
Delhi","22:05
Mumbai",02h 05m,non-stop,"5,899"
15/01/2023,18/01/2023,"GO FIRST 
G8- 530
ECONOMY","06:00
Delhi","08:10
Mumbai",02h 10m,non-stop,"5,899"
15/01/2023,18/01/2023,"GO FIRST 
G8- 334
ECONOMY","07:20
Delhi","09:30
Mumbai",02h 10m,non-stop,"5,899"
15/01/2023,18/01/2023,"GO FIRST 
G8- 323
ECONOMY","17:55
Delhi","20:10
Mumbai",02h 15m,non-stop,"5,899"
15/01/2023,18/01/2023,"Air India 
AI-805
ECONOMY","20:00
Delhi","22:10
Mumbai",02h 10m,non-stop,"5,955"
15/01/2023,18/01/2023,"Air India 
AI-887
ECONOMY","07:00
Delhi","09:15
Mumbai",02h 15m,non-stop,"5,955"
15/01/2023,18/01/2023,"Air India 
AI-665
ECONOMY","08:00
Delhi","10:20
Mumbai",02h 20m,non-stop,"5,955"
15/01/2023,18/01/2023,"Air India 
AI-678
ECONOMY","09:00
Delhi","11:20
Mumbai",02h 20m,non-stop,"5,955"
15/01/2023,18/01/2023,"Air India 
AI-865
ECONOMY","10:00
Delhi","12:25
Mumbai",02h 25m,non-stop,"5,955"
15/01/2023,18/01/2023,"Air India 
AI-441
ECONOMY","17:50
Delhi","20:15
Mumbai",02h 25m,non-stop,"5,955"
15/01/2023,18/01/2023,"Indigo 
6E-5345
ECONOMY","05:10
Delhi","14:15
Mumbai",09h 05m,1-stop,"6,108"
15/01/2023,18/01/2023,"GO FIRST 
G8- 336
ECONOMY","14:35
Delhi","16:45
Mumbai",02h 10m,non-stop,"5,899"
15/01/2023,18/01/2023,"AkasaAir 
QP-1128
ECONOMY","16:10
Delhi","18:20
Mumbai",02h 10m,non-stop,"5,641"
15/01/2023,18/01/2023,"Indigo 
6E-5218
ECONOMY","06:30
Delhi","08:45
Mumbai",02h 15m,non-stop,"5,794"
15/01/2023,18/01/2023,"SpiceJet 
SG-8241
ECONOMY","08:20
Delhi","12:30
Mumbai",04h 10m,1-stop,"6,213"
15/01/2023,18/01/2023,"Air India 
AI-863
ECONOMY","14:00
Delhi","16:20
Mumbai",02h 20m,non-stop,"5,955"
15/01/2023,18/01/2023,"Indigo 
6E-2016
ECONOMY","15:45
Delhi","18:00
Mumbai",02h 15m,non-stop,"7,319"
15/01/2023,18/01/2023,"Vistara 
UK-943
ECONOMY","07:30
Delhi","09:40
Mumbai",02h 10m,non-stop,"7,320"
15/01/2023,18/01/2023,"Air India 
AI-605
ECONOMY","21:20
Delhi","23:35
Mumbai",02h 15m,non-stop,"7,320"
15/01/2023,18/01/2023,"Air India 
AI-814
ECONOMY","22:30
Delhi","00:45
Mumbai",02h 15m,non-stop,"7,320"
15/01/2023,18/01/2023,"Air India 
AI-624
ECONOMY","19:00
Delhi","21:25
Mumbai",02h 25m,non-stop,"7,320"
15/01/2023,18/01/2023,"Indigo 
6E-2519
ECONOMY","23:00
Delhi","01:20
Mumbai",02h 20m,non-stop,"6,277"
15/01/2023,18/01/2023,"AirAsia 
I5-857
ECONOMY","19:05
Delhi","00:40
Mumbai",05h 35m,1-stop,"6,872"
15/01/2023,18/01/2023,"AirAsia 
I5-773
ECONOMY","20:00
Delhi","02:20
Mumbai",06h 20m,1-stop,"6,872"
15/01/2023,18/01/2023,"AirAsia 
I5-745
ECONOMY","13:15
Delhi","19:55
Mumbai",06h 40m,1-stop,"6,872"
15/01/2023,18/01/2023,"AirAsia 
I5-773
ECONOMY","20:00
Delhi","04:00
Mumbai",08h 00m,1-stop,"6,872"
15/01/2023,18/01/2023,"AirAsia 
I5-784
ECONOMY","16:30
Delhi","00:40
Mumbai",08h 10m,1-stop,"6,872"
